Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Contact No.,Eamail,Website,Location,Rating,Reviews,Image URL,Product URL,Product Description
Doors & Windows,Upvc Doors,UPVC doors,Upvc Bifold Sliding Doors,Mak Fab,"₹ 1,500",/sq ft,076008 82512,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/5/507766018/BD/TD/KL/27051964/upvc-sliding-folding-door-250x250.jpeg,https://www.indiamart.com/proddetail/upvc-bifold-sliding-doors-2856460124697.html,Upvc Bifold Sliding Doors
Doors & Windows,Upvc Doors,UPVC doors,Upvc Bifold Sliding Doors,Mak Fab,"₹ 1,500",/sq ft,076008 82512,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/5/507766018/BD/TD/KL/27051964/upvc-sliding-folding-door-250x250.jpeg,https://www.indiamart.com/proddetail/upvc-bifold-sliding-doors-2856460124697.html,Upvc Bifold Sliding Doors
Doors & Windows,Upvc Doors,UPVC doors,Upvc Bifold Sliding Doors,Mak Fab,"₹ 1,500",/sq ft,076008 82512,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/5/507766018/BD/TD/KL/27051964/upvc-sliding-folding-door-250x250.jpeg,https://www.indiamart.com/proddetail/upvc-bifold-sliding-doors-2856460124697.html,Upvc Bifold Sliding Doors
Doors & Windows,Upvc Doors,UPVC doors,Upvc Bifold Sliding Doors,Mak Fab,"₹ 1,500",/sq ft,076008 82512,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/5/507766018/BD/TD/KL/27051964/upvc-sliding-folding-door-250x250.jpeg,https://www.indiamart.com/proddetail/upvc-bifold-sliding-doors-2856460124697.html,Upvc Bifold Sliding Doors
Construction Machinery,Concrete Mixer Machine,concrete mixer machine,Concrete Mixture Machine,Mandan Enterprise,"₹ 80,000",N/A,NA,NA,Permanently closed,Savarkundla,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/1/483909599/NG/CN/IE/29059355/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/concrete-mixture-machine-2855688410073.html,Concrete Mixture Machine
Construction Machinery,Concrete Mixer Machine,concrete mixer machine,Concrete Mixture Machine,Mandan Enterprise,"₹ 80,000",N/A,NA,NA,Permanently closed,Savarkundla,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/1/483909599/NG/CN/IE/29059355/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/concrete-mixture-machine-2855688410073.html,Concrete Mixture Machine
Construction Machinery,Concrete Mixer Machine,concrete mixer machine,Concrete Mixture Machine,Mandan Enterprise,"₹ 80,000",N/A,NA,NA,Permanently closed,Savarkundla,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/1/483909599/NG/CN/IE/29059355/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/concrete-mixture-machine-2855688410073.html,Concrete Mixture Machine
Construction Machinery,Concrete Mixer Machine,concrete mixer machine,Concrete Mixture Machine,Mandan Enterprise,"₹ 80,000",N/A,NA,NA,Permanently closed,Savarkundla,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/1/483909599/NG/CN/IE/29059355/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/concrete-mixture-machine-2855688410073.html,Concrete Mixture Machine
Construction Machinery,Concrete Mixer Machine,concrete mixer machine,Concrete Mixture Machine,Mandan Enterprise,"₹ 80,000",N/A,NA,NA,Permanently closed,Savarkundla,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/1/483909599/NG/CN/IE/29059355/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/concrete-mixture-machine-2855688410073.html,Concrete Mixture Machine
Doors & Windows,Steel Doors,steel doors,"Black Steel Doors, For Home",Manshi Fiber & Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/3/292350498/RK/QI/XH/3128128/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/steel-doors-2850498912848.html,"Black Steel Doors, For Home"
Doors & Windows,Steel Doors,steel doors,"Black Steel Doors, For Home",Manshi Fiber & Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/3/292350498/RK/QI/XH/3128128/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/steel-doors-2850498912848.html,"Black Steel Doors, For Home"
Doors & Windows,Steel Doors,steel doors,"Black Steel Doors, For Home",Manshi Fiber & Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/3/292350498/RK/QI/XH/3128128/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/steel-doors-2850498912848.html,"Black Steel Doors, For Home"
Doors & Windows,Steel Doors,steel doors,"Black Steel Doors, For Home",Manshi Fiber & Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/3/292350498/RK/QI/XH/3128128/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/steel-doors-2850498912848.html,"Black Steel Doors, For Home"
Doors & Windows,Steel Doors,steel doors,"Black Steel Doors, For Home",Manshi Fiber & Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/3/292350498/RK/QI/XH/3128128/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/steel-doors-2850498912848.html,"Black Steel Doors, For Home"
Doors & Windows,Steel Doors,steel doors,"Designer Steel Door, For Home",Mantra Enterprise,"₹ 24,800",/Piece,NA,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/4/410309107/BL/IQ/WH/128477993/door-2-250x250.png,https://www.indiamart.com/proddetail/designer-steel-door-2853894802855.html,"Designer Steel Door, For Home"
Doors & Windows,Steel Doors,steel doors,"Designer Steel Door, For Home",Mantra Enterprise,"₹ 24,800",/Piece,NA,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/4/410309107/BL/IQ/WH/128477993/door-2-250x250.png,https://www.indiamart.com/proddetail/designer-steel-door-2853894802855.html,"Designer Steel Door, For Home"
Doors & Windows,Steel Doors,steel doors,"Designer Steel Door, For Home",Mantra Enterprise,"₹ 24,800",/Piece,NA,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/4/410309107/BL/IQ/WH/128477993/door-2-250x250.png,https://www.indiamart.com/proddetail/designer-steel-door-2853894802855.html,"Designer Steel Door, For Home"
Doors & Windows,Steel Doors,steel doors,"Designer Steel Door, For Home",Mantra Enterprise,"₹ 24,800",/Piece,NA,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/4/410309107/BL/IQ/WH/128477993/door-2-250x250.png,https://www.indiamart.com/proddetail/designer-steel-door-2853894802855.html,"Designer Steel Door, For Home"
Doors & Windows,Steel Doors,steel doors,"Designer Steel Door, For Home",Mantra Enterprise,"₹ 24,800",/Piece,NA,NA,NA,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/4/410309107/BL/IQ/WH/128477993/door-2-250x250.png,https://www.indiamart.com/proddetail/designer-steel-door-2853894802855.html,"Designer Steel Door, For Home"
Construction Machinery,Earth Compactor,earth compactor,Earth Compactor Machine,Marshal Engineers,"₹ 29,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/GR/YD/NX/19149072/whatsapp-image-2021-04-17-at-6-14-14-pm-250x250.jpg,https://www.indiamart.com/proddetail/earth-compactor-machine-23358953733.html,Earth Compactor Machine
Construction Machinery,Earth Compactor,earth compactor,Earth Compactor Machine,Marshal Engineers,"₹ 29,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/GR/YD/NX/19149072/whatsapp-image-2021-04-17-at-6-14-14-pm-250x250.jpg,https://www.indiamart.com/proddetail/earth-compactor-machine-23358953733.html,Earth Compactor Machine
Construction Machinery,Earth Compactor,earth compactor,Earth Compactor Machine,Marshal Engineers,"₹ 29,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/GR/YD/NX/19149072/whatsapp-image-2021-04-17-at-6-14-14-pm-250x250.jpg,https://www.indiamart.com/proddetail/earth-compactor-machine-23358953733.html,Earth Compactor Machine
Construction Machinery,Earth Compactor,earth compactor,Earth Compactor Machine,Marshal Engineers,"₹ 29,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/GR/YD/NX/19149072/whatsapp-image-2021-04-17-at-6-14-14-pm-250x250.jpg,https://www.indiamart.com/proddetail/earth-compactor-machine-23358953733.html,Earth Compactor Machine
Construction Machinery,Earth Compactor,earth compactor,Earth Compactor Machine,Marshal Engineers,"₹ 29,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/GR/YD/NX/19149072/whatsapp-image-2021-04-17-at-6-14-14-pm-250x250.jpg,https://www.indiamart.com/proddetail/earth-compactor-machine-23358953733.html,Earth Compactor Machine
Construction Machinery,Bar Bending Machine,bar bending machine,"Automatic Rebar Bending Machine, 40 mm",Marshal Engineers,"₹ 85,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/FA/AH/ZR/19149072/rebar-bending-machine-250x250.jpg,https://www.indiamart.com/proddetail/rebar-bending-machine-23338997297.html,"Automatic Rebar Bending Machine, 40 mm"
Construction Machinery,Bar Bending Machine,bar bending machine,"Automatic Rebar Bending Machine, 40 mm",Marshal Engineers,"₹ 85,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/FA/AH/ZR/19149072/rebar-bending-machine-250x250.jpg,https://www.indiamart.com/proddetail/rebar-bending-machine-23338997297.html,"Automatic Rebar Bending Machine, 40 mm"
Construction Machinery,Bar Bending Machine,bar bending machine,"Automatic Rebar Bending Machine, 40 mm",Marshal Engineers,"₹ 85,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/FA/AH/ZR/19149072/rebar-bending-machine-250x250.jpg,https://www.indiamart.com/proddetail/rebar-bending-machine-23338997297.html,"Automatic Rebar Bending Machine, 40 mm"
Construction Machinery,Bar Bending Machine,bar bending machine,"Automatic Rebar Bending Machine, 40 mm",Marshal Engineers,"₹ 85,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/FA/AH/ZR/19149072/rebar-bending-machine-250x250.jpg,https://www.indiamart.com/proddetail/rebar-bending-machine-23338997297.html,"Automatic Rebar Bending Machine, 40 mm"
Construction Machinery,Bar Bending Machine,bar bending machine,"Automatic Rebar Bending Machine, 40 mm",Marshal Engineers,"₹ 85,000",N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/4/FA/AH/ZR/19149072/rebar-bending-machine-250x250.jpg,https://www.indiamart.com/proddetail/rebar-bending-machine-23338997297.html,"Automatic Rebar Bending Machine, 40 mm"
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm",Marshal Engineers,₹ 65,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/10/MX/SM/JI/19149072/ms-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ms-cuplock-scaffolding-system-23995160533.html,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm"
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm",Marshal Engineers,₹ 65,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/10/MX/SM/JI/19149072/ms-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ms-cuplock-scaffolding-system-23995160533.html,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm"
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm",Marshal Engineers,₹ 65,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/10/MX/SM/JI/19149072/ms-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ms-cuplock-scaffolding-system-23995160533.html,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm"
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm",Marshal Engineers,₹ 65,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/10/MX/SM/JI/19149072/ms-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ms-cuplock-scaffolding-system-23995160533.html,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm"
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm",Marshal Engineers,₹ 65,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/10/MX/SM/JI/19149072/ms-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ms-cuplock-scaffolding-system-23995160533.html,"Vertical Standard MS Cuplock Scaffolding System, Tube Diameter: 48.3 mm, Tube Thickness: 3.0 mm"
Scaffolding & Formwork,Steel Props,steel props,"Steel Prop, 2 m",Marshal Engineers,₹ 62,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/10/PV/FJ/PF/19149072/prop-jack-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2858658270362.html,GST Email Mobile Member: 10 yrs
Scaffolding & Formwork,Steel Props,steel props,"Steel Prop, 2 m",Marshal Engineers,₹ 62,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/10/PV/FJ/PF/19149072/prop-jack-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2858658270362.html,GST Email Mobile Member: 10 yrs
Scaffolding & Formwork,Steel Props,steel props,"Steel Prop, 2 m",Marshal Engineers,₹ 62,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/10/PV/FJ/PF/19149072/prop-jack-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2858658270362.html,GST Email Mobile Member: 10 yrs
Scaffolding & Formwork,Steel Props,steel props,"Steel Prop, 2 m",Marshal Engineers,₹ 62,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/10/PV/FJ/PF/19149072/prop-jack-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2858658270362.html,GST Email Mobile Member: 10 yrs
Scaffolding & Formwork,Steel Props,steel props,"Steel Prop, 2 m",Marshal Engineers,₹ 62,N/A,097731 78322,NA,https://www.marshalengineers.com/,Rajkot,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/10/PV/FJ/PF/19149072/prop-jack-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2858658270362.html,GST Email Mobile Member: 10 yrs
Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",N/A,NA,NA,NA,Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in"
Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",N/A,NA,NA,NA,Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in"
Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",N/A,NA,NA,NA,Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in"
Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",N/A,NA,NA,NA,Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in"
Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",N/A,NA,NA,NA,Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in"
Doors & Windows,Glass Doors,glass doors,"Aluminium Glass Door, Sliding",Matru Chhaya Steel Furniture And Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Gondal,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/6/318586392/BH/AN/ER/120141287/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/aluminium-glass-door-2858463575273.html,"Aluminium Glass Door, Sliding"
Doors & Windows,Glass Doors,glass doors,"Aluminium Glass Door, Sliding",Matru Chhaya Steel Furniture And Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Gondal,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/6/318586392/BH/AN/ER/120141287/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/aluminium-glass-door-2858463575273.html,"Aluminium Glass Door, Sliding"
Doors & Windows,Glass Doors,glass doors,"Aluminium Glass Door, Sliding",Matru Chhaya Steel Furniture And Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Gondal,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/6/318586392/BH/AN/ER/120141287/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/aluminium-glass-door-2858463575273.html,"Aluminium Glass Door, Sliding"
Doors & Windows,Glass Doors,glass doors,"Aluminium Glass Door, Sliding",Matru Chhaya Steel Furniture And Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Gondal,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/6/318586392/BH/AN/ER/120141287/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/aluminium-glass-door-2858463575273.html,"Aluminium Glass Door, Sliding"
Doors & Windows,Glass Doors,glass doors,"Aluminium Glass Door, Sliding",Matru Chhaya Steel Furniture And Fabrication,Ask Price,N/A,NA,NA,Permanently closed,Gondal,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/6/318586392/BH/AN/ER/120141287/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/aluminium-glass-door-2858463575273.html,"Aluminium Glass Door, Sliding"
Scaffolding & Formwork,Shuttering Plywood,shuttering plywood,"12 mm Construction Plywood, 8x4",Mehta Trading,₹ 42,/sq ft,079900 78569,NA,NA,Bhavnagar,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/8/335398588/KM/KE/AX/23840663/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/construction-plywood-2852081189412.html,"12 mm Construction Plywood, 8x4"
Scaffolding & Formwork,Shuttering Plywood,shuttering plywood,"12 mm Construction Plywood, 8x4",Mehta Trading,₹ 42,/sq ft,079900 78569,NA,NA,Bhavnagar,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/8/335398588/KM/KE/AX/23840663/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/construction-plywood-2852081189412.html,"12 mm Construction Plywood, 8x4"
Scaffolding & Formwork,Shuttering Plywood,shuttering plywood,"12 mm Construction Plywood, 8x4",Mehta Trading,₹ 42,/sq ft,079900 78569,NA,NA,Bhavnagar,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/8/335398588/KM/KE/AX/23840663/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/construction-plywood-2852081189412.html,"12 mm Construction Plywood, 8x4"
Scaffolding & Formwork,Shuttering Plywood,shuttering plywood,"12 mm Construction Plywood, 8x4",Mehta Trading,₹ 42,/sq ft,079900 78569,NA,NA,Bhavnagar,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/8/335398588/KM/KE/AX/23840663/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/construction-plywood-2852081189412.html,"12 mm Construction Plywood, 8x4"
Scaffolding & Formwork,Shuttering Plywood,shuttering plywood,"12 mm Construction Plywood, 8x4",Mehta Trading,₹ 42,/sq ft,079900 78569,NA,NA,Bhavnagar,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/8/335398588/KM/KE/AX/23840663/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/construction-plywood-2852081189412.html,"12 mm Construction Plywood, 8x4"
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,Stainless Steel SS Cuplock Scaffolding System,Metro Steel Traders,₹ 68,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/489394310/RF/DD/YS/6829260/ss-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ss-cuplock-scaffolding-system-9865454033.html,Stainless Steel SS Cuplock Scaffolding System
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,Stainless Steel SS Cuplock Scaffolding System,Metro Steel Traders,₹ 68,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/489394310/RF/DD/YS/6829260/ss-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ss-cuplock-scaffolding-system-9865454033.html,Stainless Steel SS Cuplock Scaffolding System
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,Stainless Steel SS Cuplock Scaffolding System,Metro Steel Traders,₹ 68,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/489394310/RF/DD/YS/6829260/ss-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ss-cuplock-scaffolding-system-9865454033.html,Stainless Steel SS Cuplock Scaffolding System
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,Stainless Steel SS Cuplock Scaffolding System,Metro Steel Traders,₹ 68,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/489394310/RF/DD/YS/6829260/ss-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ss-cuplock-scaffolding-system-9865454033.html,Stainless Steel SS Cuplock Scaffolding System
Scaffolding & Formwork,Cuplock Scaffolding,cuplock scaffolding,Stainless Steel SS Cuplock Scaffolding System,Metro Steel Traders,₹ 68,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/489394310/RF/DD/YS/6829260/ss-cuplock-scaffolding-system-250x250.jpg,https://www.indiamart.com/proddetail/ss-cuplock-scaffolding-system-9865454033.html,Stainless Steel SS Cuplock Scaffolding System
Scaffolding & Formwork,Steel Props,steel props,Steel Prop,Metro Steel Traders,₹ 63,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/4/503212310/NQ/PF/UO/6829260/m-s-scaffolding-manufacture-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2857959982662.html,Ahmedabad - Deals in Amreli
Scaffolding & Formwork,Steel Props,steel props,Steel Prop,Metro Steel Traders,₹ 63,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/4/503212310/NQ/PF/UO/6829260/m-s-scaffolding-manufacture-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2857959982662.html,Ahmedabad - Deals in Amreli
Scaffolding & Formwork,Steel Props,steel props,Steel Prop,Metro Steel Traders,₹ 63,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/4/503212310/NQ/PF/UO/6829260/m-s-scaffolding-manufacture-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2857959982662.html,Ahmedabad - Deals in Amreli
Scaffolding & Formwork,Steel Props,steel props,Steel Prop,Metro Steel Traders,₹ 63,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/4/503212310/NQ/PF/UO/6829260/m-s-scaffolding-manufacture-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2857959982662.html,Ahmedabad - Deals in Amreli
Scaffolding & Formwork,Steel Props,steel props,Steel Prop,Metro Steel Traders,₹ 63,N/A,098250 21873,info@metrosteeltraders.com,https://metrosteeltraders.com/,Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/4/503212310/NQ/PF/UO/6829260/m-s-scaffolding-manufacture-250x250.jpeg,https://www.indiamart.com/proddetail/steel-prop-2857959982662.html,Ahmedabad - Deals in Amreli
