Category,Subcategory,Search Keyword,Product Name,Company name,Price,MOQ,Contact,Email,Website,Location,Rating,Reviews,Image URL,Product URL,Product Description
Fabric & Textiles,Chiffon Fabric,chiffon fabric,"Frendy Chiffon Fabric, 44 inch",Libra Fabrics,₹ 60,/Meter,7942830401,NA,"Libra Fabrics from Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/598636642/ZA/CV/CV/188371763/product-jpeg-250x250.jpeg,https://www.indiamart.com/proddetail/frendy-chiffon-fabric-2859079623062.html,"Frendy Chiffon Fabric, 44 inch"
Fabric & Textiles,Chiffon Fabric,chiffon fabric,"Frendy Chiffon Fabric, 44 inch",Libra Fabrics,₹ 60,/Meter,7942830401,NA,"Libra Fabrics from Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/598636642/ZA/CV/CV/188371763/product-jpeg-250x250.jpeg,https://www.indiamart.com/proddetail/frendy-chiffon-fabric-2859079623062.html,"Frendy Chiffon Fabric, 44 inch"
Textile Machinery,Sewing Machine,sewing machine,Economic Sewing Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/01-250x250.jpg,https://www.indiamart.com/proddetail/economic-sewing-machine-2367221791.html,Economic Sewing Machine
Textile Machinery,Sewing Machine,sewing machine,Economic Sewing Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/01-250x250.jpg,https://www.indiamart.com/proddetail/economic-sewing-machine-2367221791.html,Economic Sewing Machine
Textile Machinery,Sewing Machine,sewing machine,Economic Sewing Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/01-250x250.jpg,https://www.indiamart.com/proddetail/economic-sewing-machine-2367221791.html,Economic Sewing Machine
Textile Machinery,Sewing Machine,sewing machine,Economic Sewing Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/01-250x250.jpg,https://www.indiamart.com/proddetail/economic-sewing-machine-2367221791.html,Economic Sewing Machine
Textile Machinery,Sewing Machine,sewing machine,Economic Sewing Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/01-250x250.jpg,https://www.indiamart.com/proddetail/economic-sewing-machine-2367221791.html,Economic Sewing Machine
Textile Machinery,Embroidery Machine,embroidery machine,Embroidery Stitch Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/06-250x250.jpg,https://www.indiamart.com/proddetail/embroidery-stitch-machine-2367221448.html,Embroidery Stitch Machine
Textile Machinery,Embroidery Machine,embroidery machine,Embroidery Stitch Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/06-250x250.jpg,https://www.indiamart.com/proddetail/embroidery-stitch-machine-2367221448.html,Embroidery Stitch Machine
Textile Machinery,Embroidery Machine,embroidery machine,Embroidery Stitch Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/06-250x250.jpg,https://www.indiamart.com/proddetail/embroidery-stitch-machine-2367221448.html,Embroidery Stitch Machine
Textile Machinery,Embroidery Machine,embroidery machine,Embroidery Stitch Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/06-250x250.jpg,https://www.indiamart.com/proddetail/embroidery-stitch-machine-2367221448.html,Embroidery Stitch Machine
Textile Machinery,Embroidery Machine,embroidery machine,Embroidery Stitch Machine,Limbad Sewing Machine Company,Ask Price,N/A,8043809612,NA,"Limbad Sewing Machine Company, Dhoraji - Trader - Wholesaler / Distributor of Sewing Machines",Dhoraji,N/A,N/A,https://2.imimg.com/data2/TD/VY/IMFCP-3199240/06-250x250.jpg,https://www.indiamart.com/proddetail/embroidery-stitch-machine-2367221448.html,Embroidery Stitch Machine
Apparel Accessories,Garment Labels,garment labels,Multicolor Polyester Printed Clothing Label,Lotus Label Industries,₹ 2.8,/Piece,7949347728,NA,"Manufacturer of Printed Labels & Garment Labels by Lotus Label Industries, Ahmedabad",Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/471263879/KP/GM/UN/4092100/100-pieces-custom-logo-labels-na-250x250.jpg,https://www.indiamart.com/proddetail/printed-clothing-label-2854826563412.html,Multicolor Polyester Printed Clothing Label
Apparel Accessories,Garment Labels,garment labels,Multicolor Polyester Printed Clothing Label,Lotus Label Industries,₹ 2.8,/Piece,7949347728,NA,"Manufacturer of Printed Labels & Garment Labels by Lotus Label Industries, Ahmedabad",Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/471263879/KP/GM/UN/4092100/100-pieces-custom-logo-labels-na-250x250.jpg,https://www.indiamart.com/proddetail/printed-clothing-label-2854826563412.html,Multicolor Polyester Printed Clothing Label
Apparel Accessories,Garment Labels,garment labels,Multicolor Polyester Printed Clothing Label,Lotus Label Industries,₹ 2.8,/Piece,7949347728,NA,"Manufacturer of Printed Labels & Garment Labels by Lotus Label Industries, Ahmedabad",Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/471263879/KP/GM/UN/4092100/100-pieces-custom-logo-labels-na-250x250.jpg,https://www.indiamart.com/proddetail/printed-clothing-label-2854826563412.html,Multicolor Polyester Printed Clothing Label
Apparel Accessories,Garment Labels,garment labels,Multicolor Polyester Printed Clothing Label,Lotus Label Industries,₹ 2.8,/Piece,7949347728,NA,"Manufacturer of Printed Labels & Garment Labels by Lotus Label Industries, Ahmedabad",Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/471263879/KP/GM/UN/4092100/100-pieces-custom-logo-labels-na-250x250.jpg,https://www.indiamart.com/proddetail/printed-clothing-label-2854826563412.html,Multicolor Polyester Printed Clothing Label
Apparel Accessories,Garment Labels,garment labels,Multicolor Polyester Printed Clothing Label,Lotus Label Industries,₹ 2.8,/Piece,7949347728,NA,"Manufacturer of Printed Labels & Garment Labels by Lotus Label Industries, Ahmedabad",Ahmedabad - Deals in Amreli,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/471263879/KP/GM/UN/4092100/100-pieces-custom-logo-labels-na-250x250.jpg,https://www.indiamart.com/proddetail/printed-clothing-label-2854826563412.html,Multicolor Polyester Printed Clothing Label
Apparel Accessories,Garment Buttons,garment buttons,Plastic 2 Hole Button,M G Mehta And Sons,₹ 0.25,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/490609415/OO/HQ/SH/8661090/2-hole-button-250x250.jpeg,https://www.indiamart.com/proddetail/2-hole-button-2855823750430.html,Plastic 2 Hole Button
Apparel Accessories,Garment Buttons,garment buttons,Plastic 2 Hole Button,M G Mehta And Sons,₹ 0.25,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/490609415/OO/HQ/SH/8661090/2-hole-button-250x250.jpeg,https://www.indiamart.com/proddetail/2-hole-button-2855823750430.html,Plastic 2 Hole Button
Apparel Accessories,Garment Buttons,garment buttons,Plastic 2 Hole Button,M G Mehta And Sons,₹ 0.25,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/490609415/OO/HQ/SH/8661090/2-hole-button-250x250.jpeg,https://www.indiamart.com/proddetail/2-hole-button-2855823750430.html,Plastic 2 Hole Button
Apparel Accessories,Garment Buttons,garment buttons,Plastic 2 Hole Button,M G Mehta And Sons,₹ 0.25,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/490609415/OO/HQ/SH/8661090/2-hole-button-250x250.jpeg,https://www.indiamart.com/proddetail/2-hole-button-2855823750430.html,Plastic 2 Hole Button
Apparel Accessories,Garment Buttons,garment buttons,Plastic 2 Hole Button,M G Mehta And Sons,₹ 0.25,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/2/490609415/OO/HQ/SH/8661090/2-hole-button-250x250.jpeg,https://www.indiamart.com/proddetail/2-hole-button-2855823750430.html,Plastic 2 Hole Button
Apparel Accessories,Zippers,zippers,"Metal Tex Zippers, For Bag",M G Mehta And Sons,₹ 6,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/493520419/LR/CB/EA/8661090/tex-zippers-250x250.png,https://www.indiamart.com/proddetail/tex-zippers-2855824403730.html,"Metal Tex Zippers, For Bag"
Apparel Accessories,Zippers,zippers,"Metal Tex Zippers, For Bag",M G Mehta And Sons,₹ 6,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/493520419/LR/CB/EA/8661090/tex-zippers-250x250.png,https://www.indiamart.com/proddetail/tex-zippers-2855824403730.html,"Metal Tex Zippers, For Bag"
Apparel Accessories,Zippers,zippers,"Metal Tex Zippers, For Bag",M G Mehta And Sons,₹ 6,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/493520419/LR/CB/EA/8661090/tex-zippers-250x250.png,https://www.indiamart.com/proddetail/tex-zippers-2855824403730.html,"Metal Tex Zippers, For Bag"
Apparel Accessories,Zippers,zippers,"Metal Tex Zippers, For Bag",M G Mehta And Sons,₹ 6,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/493520419/LR/CB/EA/8661090/tex-zippers-250x250.png,https://www.indiamart.com/proddetail/tex-zippers-2855824403730.html,"Metal Tex Zippers, For Bag"
Apparel Accessories,Zippers,zippers,"Metal Tex Zippers, For Bag",M G Mehta And Sons,₹ 6,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/493520419/LR/CB/EA/8661090/tex-zippers-250x250.png,https://www.indiamart.com/proddetail/tex-zippers-2855824403730.html,"Metal Tex Zippers, For Bag"
Apparel Accessories,Garment Labels,garment labels,Cotton Garment Woven Label,M G Mehta And Sons,₹ 0.1,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/4/299229061/WB/XS/RM/8661090/whatsapp-image-2023-04-07-at-15-09-38-250x250.jpeg,https://www.indiamart.com/proddetail/garment-woven-label-2850757401612.html,Cotton Garment Woven Label
Apparel Accessories,Garment Labels,garment labels,Cotton Garment Woven Label,M G Mehta And Sons,₹ 0.1,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/4/299229061/WB/XS/RM/8661090/whatsapp-image-2023-04-07-at-15-09-38-250x250.jpeg,https://www.indiamart.com/proddetail/garment-woven-label-2850757401612.html,Cotton Garment Woven Label
Apparel Accessories,Garment Labels,garment labels,Cotton Garment Woven Label,M G Mehta And Sons,₹ 0.1,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/4/299229061/WB/XS/RM/8661090/whatsapp-image-2023-04-07-at-15-09-38-250x250.jpeg,https://www.indiamart.com/proddetail/garment-woven-label-2850757401612.html,Cotton Garment Woven Label
Apparel Accessories,Garment Labels,garment labels,Cotton Garment Woven Label,M G Mehta And Sons,₹ 0.1,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/4/299229061/WB/XS/RM/8661090/whatsapp-image-2023-04-07-at-15-09-38-250x250.jpeg,https://www.indiamart.com/proddetail/garment-woven-label-2850757401612.html,Cotton Garment Woven Label
Apparel Accessories,Garment Labels,garment labels,Cotton Garment Woven Label,M G Mehta And Sons,₹ 0.1,/Piece,9727871607,NA,http://www.mgmehta.net,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/4/299229061/WB/XS/RM/8661090/whatsapp-image-2023-04-07-at-15-09-38-250x250.jpeg,https://www.indiamart.com/proddetail/garment-woven-label-2850757401612.html,Cotton Garment Woven Label
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,Shoulder Fabric Cutting Machine,M G Narrow Fab,"₹ 19,999",N/A,7949310136,NA,"M G Narrow Fab - Trader - Retailer from Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/8/534451579/FC/JC/PD/22920560/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/shoulder-fabric-cutting-machine-2857920055730.html,Shoulder Fabric Cutting Machine
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,Shoulder Fabric Cutting Machine,M G Narrow Fab,"₹ 19,999",N/A,7949310136,NA,"M G Narrow Fab - Trader - Retailer from Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/8/534451579/FC/JC/PD/22920560/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/shoulder-fabric-cutting-machine-2857920055730.html,Shoulder Fabric Cutting Machine
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,Shoulder Fabric Cutting Machine,M G Narrow Fab,"₹ 19,999",N/A,7949310136,NA,"M G Narrow Fab - Trader - Retailer from Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/8/534451579/FC/JC/PD/22920560/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/shoulder-fabric-cutting-machine-2857920055730.html,Shoulder Fabric Cutting Machine
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,Shoulder Fabric Cutting Machine,M G Narrow Fab,"₹ 19,999",N/A,7949310136,NA,"M G Narrow Fab - Trader - Retailer from Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/8/534451579/FC/JC/PD/22920560/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/shoulder-fabric-cutting-machine-2857920055730.html,Shoulder Fabric Cutting Machine
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,Shoulder Fabric Cutting Machine,M G Narrow Fab,"₹ 19,999",N/A,7949310136,NA,"M G Narrow Fab - Trader - Retailer from Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/8/534451579/FC/JC/PD/22920560/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/shoulder-fabric-cutting-machine-2857920055730.html,Shoulder Fabric Cutting Machine
Home Textiles,Bed Sheets,bed sheets,"Khadi Cotton Bed Sheet Double Bed, 180 TC",M L Textile,₹ 320,/Piece,8059454154,NA,http://mltextile.in,Panipat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/7/321623713/SS/BS/IC/2186854/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/khadi-cotton-bed-sheet-double-bed-2851664847948.html,"Khadi Cotton Bed Sheet Double Bed, 180 TC"
Home Textiles,Bed Sheets,bed sheets,"Khadi Cotton Bed Sheet Double Bed, 180 TC",M L Textile,₹ 320,/Piece,8059454154,NA,http://mltextile.in,Panipat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/7/321623713/SS/BS/IC/2186854/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/khadi-cotton-bed-sheet-double-bed-2851664847948.html,"Khadi Cotton Bed Sheet Double Bed, 180 TC"
Home Textiles,Bed Sheets,bed sheets,"Khadi Cotton Bed Sheet Double Bed, 180 TC",M L Textile,₹ 320,/Piece,8059454154,NA,http://mltextile.in,Panipat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/7/321623713/SS/BS/IC/2186854/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/khadi-cotton-bed-sheet-double-bed-2851664847948.html,"Khadi Cotton Bed Sheet Double Bed, 180 TC"
Home Textiles,Bed Sheets,bed sheets,"Khadi Cotton Bed Sheet Double Bed, 180 TC",M L Textile,₹ 320,/Piece,8059454154,NA,http://mltextile.in,Panipat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/7/321623713/SS/BS/IC/2186854/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/khadi-cotton-bed-sheet-double-bed-2851664847948.html,"Khadi Cotton Bed Sheet Double Bed, 180 TC"
Home Textiles,Bed Sheets,bed sheets,"Khadi Cotton Bed Sheet Double Bed, 180 TC",M L Textile,₹ 320,/Piece,8059454154,NA,http://mltextile.in,Panipat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2023/7/321623713/SS/BS/IC/2186854/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/khadi-cotton-bed-sheet-double-bed-2851664847948.html,"Khadi Cotton Bed Sheet Double Bed, 180 TC"
Readymade Garments,Mens Jeans,mens jeans,"Men Denim Jeans, Black",M N Jeans,"₹ 1,000",/Piece,8048211563,NA,"M N Jeans, Bhavnagar - Wholesaler / Distributor of Mens Jeans and Women Jeans",Bhavnagar,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/10/356453555/MF/JK/DN/15098143/men-denim-jeans-250x250.jpeg,https://www.indiamart.com/proddetail/men-denim-jeans-2849814886391.html,"Men Denim Jeans, Black"
Readymade Garments,Mens Jeans,mens jeans,"Men Denim Jeans, Black",M N Jeans,"₹ 1,000",/Piece,8048211563,NA,"M N Jeans, Bhavnagar - Wholesaler / Distributor of Mens Jeans and Women Jeans",Bhavnagar,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/10/356453555/MF/JK/DN/15098143/men-denim-jeans-250x250.jpeg,https://www.indiamart.com/proddetail/men-denim-jeans-2849814886391.html,"Men Denim Jeans, Black"
Readymade Garments,Mens Jeans,mens jeans,"Men Denim Jeans, Black",M N Jeans,"₹ 1,000",/Piece,8048211563,NA,"M N Jeans, Bhavnagar - Wholesaler / Distributor of Mens Jeans and Women Jeans",Bhavnagar,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/10/356453555/MF/JK/DN/15098143/men-denim-jeans-250x250.jpeg,https://www.indiamart.com/proddetail/men-denim-jeans-2849814886391.html,"Men Denim Jeans, Black"
Readymade Garments,Mens Jeans,mens jeans,"Men Denim Jeans, Black",M N Jeans,"₹ 1,000",/Piece,8048211563,NA,"M N Jeans, Bhavnagar - Wholesaler / Distributor of Mens Jeans and Women Jeans",Bhavnagar,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/10/356453555/MF/JK/DN/15098143/men-denim-jeans-250x250.jpeg,https://www.indiamart.com/proddetail/men-denim-jeans-2849814886391.html,"Men Denim Jeans, Black"
Readymade Garments,Mens Jeans,mens jeans,"Men Denim Jeans, Black",M N Jeans,"₹ 1,000",/Piece,8048211563,NA,"M N Jeans, Bhavnagar - Wholesaler / Distributor of Mens Jeans and Women Jeans",Bhavnagar,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/10/356453555/MF/JK/DN/15098143/men-denim-jeans-250x250.jpeg,https://www.indiamart.com/proddetail/men-denim-jeans-2849814886391.html,"Men Denim Jeans, Black"
Home Textiles,Pillow Covers,pillow covers,Design Pillow Cover,M R L Industries,₹ 250,/Piece(s),7942614558,NA,"M R L Industries - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://4.imimg.com/data4/MO/NL/MY-29881114/design-pillow-cover-250x250.jpg,https://www.indiamart.com/proddetail/design-pillow-cover-12569605991.html,GST Email Mobile Member: 9 yrs
Home Textiles,Pillow Covers,pillow covers,Design Pillow Cover,M R L Industries,₹ 250,/Piece(s),7942614558,NA,"M R L Industries - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://4.imimg.com/data4/MO/NL/MY-29881114/design-pillow-cover-250x250.jpg,https://www.indiamart.com/proddetail/design-pillow-cover-12569605991.html,GST Email Mobile Member: 9 yrs
Home Textiles,Pillow Covers,pillow covers,Design Pillow Cover,M R L Industries,₹ 250,/Piece(s),7942614558,NA,"M R L Industries - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://4.imimg.com/data4/MO/NL/MY-29881114/design-pillow-cover-250x250.jpg,https://www.indiamart.com/proddetail/design-pillow-cover-12569605991.html,GST Email Mobile Member: 9 yrs
Home Textiles,Pillow Covers,pillow covers,Design Pillow Cover,M R L Industries,₹ 250,/Piece(s),7942614558,NA,"M R L Industries - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://4.imimg.com/data4/MO/NL/MY-29881114/design-pillow-cover-250x250.jpg,https://www.indiamart.com/proddetail/design-pillow-cover-12569605991.html,GST Email Mobile Member: 9 yrs
Home Textiles,Pillow Covers,pillow covers,Design Pillow Cover,M R L Industries,₹ 250,/Piece(s),7942614558,NA,"M R L Industries - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://4.imimg.com/data4/MO/NL/MY-29881114/design-pillow-cover-250x250.jpg,https://www.indiamart.com/proddetail/design-pillow-cover-12569605991.html,GST Email Mobile Member: 9 yrs
Readymade Garments,Kids Wear,kids wear,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years",M S Creation,Ask Price,N/A,-,-,https://www.indiamart.com › m-s-creation-botad,Botad,N/A,N/A,https://5.imimg.com/data5/NH/UY/RT/ANDROID-36698218/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/yellow-kids-wear-2857469547462.html,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years"
Readymade Garments,Kids Wear,kids wear,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years",M S Creation,Ask Price,N/A,-,-,https://www.indiamart.com › m-s-creation-botad,Botad,N/A,N/A,https://5.imimg.com/data5/NH/UY/RT/ANDROID-36698218/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/yellow-kids-wear-2857469547462.html,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years"
Readymade Garments,Kids Wear,kids wear,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years",M S Creation,Ask Price,N/A,-,-,https://www.indiamart.com › m-s-creation-botad,Botad,N/A,N/A,https://5.imimg.com/data5/NH/UY/RT/ANDROID-36698218/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/yellow-kids-wear-2857469547462.html,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years"
Readymade Garments,Kids Wear,kids wear,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years",M S Creation,Ask Price,N/A,-,-,https://www.indiamart.com › m-s-creation-botad,Botad,N/A,N/A,https://5.imimg.com/data5/NH/UY/RT/ANDROID-36698218/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/yellow-kids-wear-2857469547462.html,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years"
Readymade Garments,Kids Wear,kids wear,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years",M S Creation,Ask Price,N/A,-,-,https://www.indiamart.com › m-s-creation-botad,Botad,N/A,N/A,https://5.imimg.com/data5/NH/UY/RT/ANDROID-36698218/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/yellow-kids-wear-2857469547462.html,"Girls Yellow Kids Wear, Age Group: 9 to 10 Years"
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,"Single Side Saree Fabric Cutting Machine, 5 HP",Ma Bharmani Engineering,"₹ 2,45,000",N/A,7949091940,NA,"Ma Bharmani Engineering - Manufacturer from Pandeshra, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/3/397849531/MH/RW/TE/210725240/1-service-250x250.jpeg,https://www.indiamart.com/proddetail/single-side-saree-fabric-cutting-machine-2853293417497.html,"Single Side Saree Fabric Cutting Machine, 5 HP"
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,"Single Side Saree Fabric Cutting Machine, 5 HP",Ma Bharmani Engineering,"₹ 2,45,000",N/A,7949091940,NA,"Ma Bharmani Engineering - Manufacturer from Pandeshra, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/3/397849531/MH/RW/TE/210725240/1-service-250x250.jpeg,https://www.indiamart.com/proddetail/single-side-saree-fabric-cutting-machine-2853293417497.html,"Single Side Saree Fabric Cutting Machine, 5 HP"
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,"Single Side Saree Fabric Cutting Machine, 5 HP",Ma Bharmani Engineering,"₹ 2,45,000",N/A,7949091940,NA,"Ma Bharmani Engineering - Manufacturer from Pandeshra, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/3/397849531/MH/RW/TE/210725240/1-service-250x250.jpeg,https://www.indiamart.com/proddetail/single-side-saree-fabric-cutting-machine-2853293417497.html,"Single Side Saree Fabric Cutting Machine, 5 HP"
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,"Single Side Saree Fabric Cutting Machine, 5 HP",Ma Bharmani Engineering,"₹ 2,45,000",N/A,7949091940,NA,"Ma Bharmani Engineering - Manufacturer from Pandeshra, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/3/397849531/MH/RW/TE/210725240/1-service-250x250.jpeg,https://www.indiamart.com/proddetail/single-side-saree-fabric-cutting-machine-2853293417497.html,"Single Side Saree Fabric Cutting Machine, 5 HP"
Textile Machinery,Fabric Cutting Machine,fabric cutting machine,"Single Side Saree Fabric Cutting Machine, 5 HP",Ma Bharmani Engineering,"₹ 2,45,000",N/A,7949091940,NA,"Ma Bharmani Engineering - Manufacturer from Pandeshra, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/3/397849531/MH/RW/TE/210725240/1-service-250x250.jpeg,https://www.indiamart.com/proddetail/single-side-saree-fabric-cutting-machine-2853293417497.html,"Single Side Saree Fabric Cutting Machine, 5 HP"
